掉落规则ID,单次掉落种类数量,可否暴击,可否重复,额外掉落,玩家经验,金币,钻石,竞技币,能量碎片,公会贡献,抽卡券,掉落1ID,掉落1概率,掉落1数量,掉落2ID,掉落2概率,掉落2数量,掉落3ID,掉落3概率,掉落3数量,掉落4ID,掉落4概率,掉落4数量,掉落5ID,掉落5概率,掉落5数量,掉落6ID,掉落6概率,掉落6数量,掉落7ID,掉落7概率,掉落7数量,掉落8ID,掉落8概率,掉落8数量,掉落9ID,掉落9概率,掉落9数量,掉落10ID,掉落10概率,掉落10数量,掉落11ID,掉落11概率,掉落11数量,掉落12ID,掉落12概率,掉落12数量,掉落13ID,掉落13概率,掉落13数量,掉落14ID,掉落14概率,掉落14数量,掉落15ID,掉落15概率,掉落15数量,掉落16ID,掉落16概率,掉落16数量,掉落17ID,掉落17概率,掉落17数量,掉落18ID,掉落18概率,掉落18数量,掉落19ID,掉落19概率,掉落19数量,掉落20ID,掉落20概率,掉落20数量,掉落21ID,掉落21概率,掉落21数量,掉落22ID,掉落22概率,掉落22数量,掉落23ID,掉落23概率,掉落23数量,掉落24ID,掉落24概率,掉落24数量,掉落25ID,掉落25概率,掉落25数量,掉落26ID,掉落26概率,掉落26数量,掉落27ID,掉落27概率,掉落27数量,掉落28ID,掉落28概率,掉落28数量,掉落29ID,掉落29概率,掉落29数量,掉落30ID,掉落30概率,掉落30数量
56213,[3+3],0,1,,[7+50+50],[1+4000+5000],,,,,,100002,750,[11+12],100001,1750,[6+7],100005,1600,[4+5],100004,800,[2+3],100006,500,[2+2],120013,700,[18+18],120001,650,[9+9],120005,650,[9+9],50003,160,[10+11],50023,160,[10+11],50022,160,[10+11],50025,160,[10+11],50030,160,[10+11],50048,0,[7+7],50036,72,[7+7],50024,72,[7+7],50043,71,[7+7],50033,71,[7+7],50015,71,[7+7],50046,0,[7+7],50027,130,[3+3],50018,130,[3+3],50017,130,[3+3],50038,130,[3+3],50049,0,[3+3],50050,0,[3+3],50005,163,[3+3],50047,0,[3+3],50007,162,[3+3],,,
56214,[4+4],0,1,,[7+50+50],[1+14000+16000],,,,,,100001,1000,[18+18],100005,1700,[12+13],100004,1450,[9+9],100006,800,[7+7],100007,450,[3+4],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50003,160,[22+22],50023,160,[22+22],50022,160,[22+22],50025,160,[22+22],50030,160,[22+22],50048,0,[16+16],50036,72,[16+16],50024,72,[16+16],50043,71,[16+16],50033,71,[16+16],50015,71,[16+16],50046,0,[16+16],50027,163,[5+5],50018,163,[5+5],50017,162,[5+5],50038,162,[5+5],50050,0,[5+5],50005,217,[5+5],50047,0,[5+5],,,,,,,,,
56301,[2+2],0,1,,[7+10+10],[1+1400+1600],,,,,,100003,500,[6+7],100002,1500,[3+4],100001,4000,[2+2],120013,700,[5+6],120001,650,[2+3],120005,650,[2+3],50029,400,[2+2],50031,400,[2+2],50001,400,[2+2],50002,400,[2+2],50052,0,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56302,[3+3],0,1,,[7+25+25],[1+2750+3250],,,,,,100003,250,[9+9],100002,750,[7+7],100001,1800,[4+5],100005,1900,[2+3],100004,600,[2+2],120013,700,[7+7],120001,650,[3+4],120005,650,[3+4],50029,220,[3+3],50031,220,[3+3],50001,220,[3+3],50002,220,[3+3],50052,0,[3+3],50016,129,[1+2],50032,129,[1+2],50035,129,[1+2],50008,129,[1+2],50009,128,[1+2],50051,0,[1+2],50040,128,[1+2],50044,140,[1+2],50006,140,[1+2],50004,140,[1+2],50042,140,[1+2],50028,140,[1+2],,,,,,,,,,,,,,,
56303,[3+3],0,1,,[7+50+50],[1+4000+5000],,,,,,100002,300,[11+12],100001,1000,[6+7],100005,2200,[4+5],100004,1200,[2+3],100006,700,[2+2],120013,700,[18+18],120001,650,[9+9],120005,650,[9+9],50029,160,[10+11],50031,160,[10+11],50001,160,[10+11],50002,160,[10+11],50052,0,[10+11],50016,72,[7+7],50032,72,[7+7],50035,72,[7+7],50008,71,[7+7],50009,71,[7+7],50051,0,[7+7],50040,71,[7+7],50044,130,[3+3],50006,130,[3+3],50004,130,[3+3],50042,130,[3+3],50028,130,[3+3],50039,217,[3+3],50026,217,[3+3],50034,216,[3+3],,,,,,
56304,[4+4],0,1,,[7+50+50],[1+14000+16000],,,,,,100001,500,[18+18],100005,1200,[12+13],100004,2000,[9+9],100006,1100,[7+7],100007,600,[4+5],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50029,160,[22+22],50031,160,[22+22],50001,160,[22+22],50002,160,[22+22],50052,0,[22+22],50016,72,[16+16],50032,72,[16+16],50035,72,[16+16],50008,71,[16+16],50009,71,[16+16],50051,0,[16+16],50040,71,[16+16],50044,163,[5+5],50006,163,[5+5],50004,162,[5+5],50042,162,[5+5],50039,217,[5+5],50026,217,[5+5],50034,216,[5+5],,,,,,,,,
56311,[2+2],0,1,,[7+10+10],[1+1400+1600],,,,,,100003,500,[6+7],100002,1500,[3+4],100001,4000,[2+2],120013,700,[5+6],120001,650,[2+3],120005,650,[2+3],50003,400,[2+2],50023,400,[2+2],50022,400,[2+2],50025,400,[2+2],50030,400,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56312,[3+3],0,1,,[7+25+25],[1+2750+3250],,,,,,100003,250,[9+9],100002,750,[7+7],100001,1800,[4+5],100005,1900,[2+3],100004,600,[2+2],120013,700,[7+7],120001,650,[3+4],120005,650,[3+4],50003,220,[3+3],50023,220,[3+3],50022,220,[3+3],50025,220,[3+3],50030,220,[3+3],50048,0,[1+2],50036,129,[1+2],50024,129,[1+2],50043,129,[1+2],50033,128,[1+2],50015,128,[1+2],50046,0,[1+2],50027,140,[1+2],50018,140,[1+2],50017,140,[1+2],50038,140,[1+2],50049,0,[1+2],,,,,,,,,,,,,,,
56313,[3+3],0,1,,[7+50+50],[1+4000+5000],,,,,,100002,300,[11+12],100001,1000,[6+7],100005,2200,[4+5],100004,1200,[2+3],100006,700,[2+2],120013,700,[18+18],120001,650,[9+9],120005,650,[9+9],50003,160,[10+11],50023,160,[10+11],50022,160,[10+11],50025,160,[10+11],50030,160,[10+11],50048,0,[7+7],50036,72,[7+7],50024,72,[7+7],50043,71,[7+7],50033,71,[7+7],50015,71,[7+7],50046,0,[7+7],50027,130,[3+3],50018,130,[3+3],50017,130,[3+3],50038,130,[3+3],50049,0,[3+3],50050,0,[3+3],50005,163,[3+3],50047,0,[3+3],50007,162,[3+3],,,
56314,[4+4],0,1,,[7+50+50],[1+14000+16000],,,,,,100001,500,[18+18],100005,1200,[12+13],100004,2000,[9+9],100006,1100,[7+7],100007,600,[4+5],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50003,160,[22+22],50023,160,[22+22],50022,160,[22+22],50025,160,[22+22],50030,160,[22+22],50048,0,[16+16],50036,72,[16+16],50024,72,[16+16],50043,71,[16+16],50033,71,[16+16],50015,71,[16+16],50046,0,[16+16],50027,163,[5+5],50018,163,[5+5],50017,162,[5+5],50038,162,[5+5],50050,0,[5+5],50005,217,[5+5],50047,0,[5+5],,,,,,,,,
57001,[2+2],0,1,,[7+10+10],[1+1500+1700],,,,,,100003,3000,[7+7],100002,2000,[4+4],100001,1000,[2+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50029,400,[2+2],50031,400,[2+2],50001,400,[2+2],50002,400,[2+2],50052,0,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57002,[3+3],0,1,,[7+25+25],[1+2950+3450],,,,,,100003,2200,[10+10],100002,2000,[8+8],100001,700,[5+5],100005,350,[2+2],100004,50,[2+2],120013,700,[7+8],120001,650,[4+4],120005,650,[4+4],50029,220,[3+4],50031,220,[3+4],50001,220,[3+4],50002,220,[3+4],50052,0,[3+4],50016,129,[2+2],50032,129,[2+2],50035,129,[2+2],50008,129,[2+2],50009,128,[2+2],50051,0,[2+2],50040,128,[2+2],50044,140,[2+2],50006,140,[2+2],50004,140,[2+2],50042,140,[2+2],50028,140,[2+2],,,,,,,,,,,,,,,
57003,[3+3],0,1,,[7+50+50],[1+4300+5300],,,,,,100002,2000,[13+13],100001,2000,[6+6],100005,800,[4+4],100004,400,[3+3],100006,200,[2+2],120013,700,[20+20],120001,650,[10+10],120005,650,[10+10],50029,160,[11+12],50031,160,[11+12],50001,160,[11+12],50002,160,[11+12],50052,0,[11+12],50016,72,[8+8],50032,72,[8+8],50035,72,[8+8],50008,71,[8+8],50009,71,[8+8],50051,0,[8+8],50040,71,[8+8],50044,130,[3+4],50006,130,[3+4],50004,130,[3+4],50042,130,[3+4],50028,130,[3+4],50039,163,[3+4],50026,163,[3+4],50034,162,[3+4],50037,162,[3+4],,,
57004,[4+4],0,1,,[7+50+50],[1+15000+17000],,,,,,100001,2500,[20+20],100005,1500,[12+12],100004,750,[8+8],100006,450,[6+6],100007,200,[4+4],120013,700,[36+36],120001,650,[19+19],120005,650,[19+19],50029,160,[28+28],50031,160,[28+28],50001,160,[28+28],50002,160,[28+28],50052,0,[28+28],50016,72,[20+20],50032,72,[20+20],50035,72,[20+20],50008,71,[20+20],50009,71,[20+20],50051,0,[20+20],50040,71,[20+20],50044,130,[6+7],50006,130,[6+7],50004,130,[6+7],50042,130,[6+7],50028,130,[6+7],50039,163,[6+7],50026,163,[6+7],50034,162,[6+7],50037,162,[6+7],,,
57011,[2+2],0,1,,[7+10+10],[1+1500+1700],,,,,,100003,3000,[7+7],100002,2000,[4+4],100001,1000,[2+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50003,400,[2+2],50023,400,[2+2],50022,400,[2+2],50025,400,[2+2],50030,400,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57012,[3+3],0,1,,[7+25+25],[1+2950+3450],,,,,,100003,2200,[10+10],100002,2000,[8+8],100001,700,[5+5],100005,350,[2+2],100004,50,[2+2],120013,700,[7+8],120001,650,[4+4],120005,650,[4+4],50003,220,[3+4],50023,220,[3+4],50022,220,[3+4],50025,220,[3+4],50030,220,[3+4],50048,0,[2+2],50036,129,[2+2],50024,129,[2+2],50043,129,[2+2],50033,128,[2+2],50015,128,[2+2],50046,0,[2+2],50027,140,[2+2],50018,140,[2+2],50017,140,[2+2],50038,140,[2+2],50049,0,[2+2],,,,,,,,,,,,,,,
57013,[3+3],0,1,,[7+50+50],[1+4300+5300],,,,,,100002,2000,[13+13],100001,2000,[6+6],100005,800,[4+4],100004,400,[3+3],100006,200,[2+2],120013,700,[20+20],120001,650,[10+10],120005,650,[10+10],50003,160,[11+12],50023,160,[11+12],50022,160,[11+12],50025,160,[11+12],50030,160,[11+12],50048,0,[8+8],50036,72,[8+8],50024,72,[8+8],50043,71,[8+8],50033,71,[8+8],50015,71,[8+8],50046,0,[8+8],50027,130,[3+4],50018,130,[3+4],50017,130,[3+4],50038,130,[3+4],50049,0,[3+4],50050,0,[3+4],50005,130,[3+4],50047,0,[3+4],50007,130,[3+4],50041,130,[3+4]
57014,[4+4],0,1,,[7+50+50],[1+15000+17000],,,,,,100001,2500,[20+20],100005,1500,[12+12],100004,750,[8+8],100006,450,[6+6],100007,200,[4+4],120013,700,[36+36],120001,650,[19+19],120005,650,[19+19],50003,160,[28+28],50023,160,[28+28],50022,160,[28+28],50025,160,[28+28],50030,160,[28+28],50048,0,[20+20],50036,72,[20+20],50024,72,[20+20],50043,71,[20+20],50033,71,[20+20],50015,71,[20+20],50046,0,[20+20],50027,130,[6+7],50018,130,[6+7],50017,130,[6+7],50038,130,[6+7],50049,0,[6+7],50050,0,[6+7],50005,130,[6+7],50047,0,[6+7],50007,130,[6+7],50041,130,[6+7]
57101,[2+2],0,1,,[7+10+10],[1+1500+1700],,,,,,100003,1500,[7+7],100002,3000,[4+4],100001,1500,[2+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50029,400,[2+2],50031,400,[2+2],50001,400,[2+2],50002,400,[2+2],50052,0,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57102,[3+3],0,1,,[7+25+25],[1+2950+3450],,,,,,100003,1200,[10+10],100002,2200,[8+8],100001,1200,[5+5],100005,550,[2+2],100004,150,[2+2],120013,700,[7+8],120001,650,[4+4],120005,650,[4+4],50029,220,[3+4],50031,220,[3+4],50001,220,[3+4],50002,220,[3+4],50052,0,[3+4],50016,129,[2+2],50032,129,[2+2],50035,129,[2+2],50008,129,[2+2],50009,128,[2+2],50051,0,[2+2],50040,128,[2+2],50044,140,[2+2],50006,140,[2+2],50004,140,[2+2],50042,140,[2+2],50028,140,[2+2],,,,,,,,,,,,,,,
57103,[3+3],0,1,,[7+50+50],[1+4300+5300],,,,,,100002,1350,[13+13],100001,2000,[7+7],100005,1200,[4+4],100004,550,[3+3],100006,300,[2+2],120013,700,[20+20],120001,650,[10+10],120005,650,[10+10],50029,160,[11+12],50031,160,[11+12],50001,160,[11+12],50002,160,[11+12],50052,0,[11+12],50016,72,[8+8],50032,72,[8+8],50035,72,[8+8],50008,71,[8+8],50009,71,[8+8],50051,0,[8+8],50040,71,[8+8],50044,130,[3+4],50006,130,[3+4],50004,130,[3+4],50042,130,[3+4],50028,130,[3+4],50039,163,[3+4],50026,163,[3+4],50034,162,[3+4],50037,162,[3+4],,,
57104,[4+4],0,1,,[7+50+50],[1+15000+17000],,,,,,100001,1750,[20+20],100005,1750,[14+14],100004,1000,[10+10],100006,600,[6+6],100007,300,[4+4],120013,700,[36+36],120001,650,[19+19],120005,650,[19+19],50029,160,[28+28],50031,160,[28+28],50001,160,[28+28],50002,160,[28+28],50052,0,[28+28],50016,72,[20+20],50032,72,[20+20],50035,72,[20+20],50008,71,[20+20],50009,71,[20+20],50051,0,[20+20],50040,71,[20+20],50044,130,[6+7],50006,130,[6+7],50004,130,[6+7],50042,130,[6+7],50028,130,[6+7],50039,163,[6+7],50026,163,[6+7],50034,162,[6+7],50037,162,[6+7],,,
57111,[2+2],0,1,,[7+10+10],[1+1500+1700],,,,,,100003,1500,[7+7],100002,3000,[4+4],100001,1500,[2+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50003,400,[2+2],50023,400,[2+2],50022,400,[2+2],50025,400,[2+2],50030,400,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57112,[3+3],0,1,,[7+25+25],[1+2950+3450],,,,,,100003,1200,[10+10],100002,2200,[8+8],100001,1200,[5+5],100005,550,[2+2],100004,150,[2+2],120013,700,[7+8],120001,650,[4+4],120005,650,[4+4],50003,220,[3+4],50023,220,[3+4],50022,220,[3+4],50025,220,[3+4],50030,220,[3+4],50048,0,[2+2],50036,129,[2+2],50024,129,[2+2],50043,129,[2+2],50033,128,[2+2],50015,128,[2+2],50046,0,[2+2],50027,140,[2+2],50018,140,[2+2],50017,140,[2+2],50038,140,[2+2],50049,0,[2+2],,,,,,,,,,,,,,,
57113,[3+3],0,1,,[7+50+50],[1+4300+5300],,,,,,100002,1350,[13+13],100001,2000,[7+7],100005,1200,[4+4],100004,550,[3+3],100006,300,[2+2],120013,700,[20+20],120001,650,[10+10],120005,650,[10+10],50003,160,[11+12],50023,160,[11+12],50022,160,[11+12],50025,160,[11+12],50030,160,[11+12],50048,0,[8+8],50036,72,[8+8],50024,72,[8+8],50043,71,[8+8],50033,71,[8+8],50015,71,[8+8],50046,0,[8+8],50027,130,[3+4],50018,130,[3+4],50017,130,[3+4],50038,130,[3+4],50049,0,[3+4],50050,0,[3+4],50005,130,[3+4],50047,0,[3+4],50007,130,[3+4],50041,130,[3+4]
57114,[4+4],0,1,,[7+50+50],[1+15000+17000],,,,,,100001,1750,[20+20],100005,1750,[14+14],100004,1000,[10+10],100006,600,[6+6],100007,300,[4+4],120013,700,[36+36],120001,650,[19+19],120005,650,[19+19],50003,160,[28+28],50023,160,[28+28],50022,160,[28+28],50025,160,[28+28],50030,160,[28+28],50048,0,[20+20],50036,72,[20+20],50024,72,[20+20],50043,71,[20+20],50033,71,[20+20],50015,71,[20+20],50046,0,[20+20],50027,130,[6+7],50018,130,[6+7],50017,130,[6+7],50038,130,[6+7],50049,0,[6+7],50050,0,[6+7],50005,130,[6+7],50047,0,[6+7],50007,130,[6+7],50041,130,[6+7]
57201,[2+2],0,1,,[7+10+10],[1+1500+1700],,,,,,100003,500,[7+7],100002,1500,[4+4],100001,4000,[2+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50029,400,[2+2],50031,400,[2+2],50001,400,[2+2],50002,400,[2+2],50052,0,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57202,[3+3],0,1,,[7+25+25],[1+2950+3450],,,,,,100003,500,[10+10],100002,1300,[8+8],100001,2200,[5+5],100005,1000,[2+2],100004,300,[2+2],120013,700,[7+8],120001,650,[4+4],120005,650,[4+4],50029,220,[3+4],50031,220,[3+4],50001,220,[3+4],50002,220,[3+4],50052,0,[3+4],50016,129,[2+2],50032,129,[2+2],50035,129,[2+2],50008,129,[2+2],50009,128,[2+2],50051,0,[2+2],50040,128,[2+2],50044,140,[2+2],50006,140,[2+2],50004,140,[2+2],50042,140,[2+2],50028,140,[2+2],,,,,,,,,,,,,,,
57203,[3+3],0,1,,[7+50+50],[1+4300+5300],,,,,,100002,750,[13+13],100001,1750,[7+7],100005,1600,[5+5],100004,800,[3+3],100006,500,[2+2],120013,700,[20+20],120001,650,[10+10],120005,650,[10+10],50029,160,[11+12],50031,160,[11+12],50001,160,[11+12],50002,160,[11+12],50052,0,[11+12],50016,72,[8+8],50032,72,[8+8],50035,72,[8+8],50008,71,[8+8],50009,71,[8+8],50051,0,[8+8],50040,71,[8+8],50044,130,[3+4],50006,130,[3+4],50004,130,[3+4],50042,130,[3+4],50028,130,[3+4],50039,163,[3+4],50026,163,[3+4],50034,162,[3+4],50037,162,[3+4],,,
57204,[4+4],0,1,,[7+50+50],[1+15000+17000],,,,,,100001,1000,[20+20],100005,1700,[14+14],100004,1450,[10+10],100006,800,[8+8],100007,450,[4+4],120013,700,[36+36],120001,650,[19+19],120005,650,[19+19],50029,160,[28+28],50031,160,[28+28],50001,160,[28+28],50002,160,[28+28],50052,0,[28+28],50016,72,[20+20],50032,72,[20+20],50035,72,[20+20],50008,71,[20+20],50009,71,[20+20],50051,0,[20+20],50040,71,[20+20],50044,130,[6+7],50006,130,[6+7],50004,130,[6+7],50042,130,[6+7],50028,130,[6+7],50039,163,[6+7],50026,163,[6+7],50034,162,[6+7],50037,162,[6+7],,,
57211,[2+2],0,1,,[7+10+10],[1+1500+1700],,,,,,100003,500,[7+7],100002,1500,[4+4],100001,4000,[2+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50003,400,[2+2],50023,400,[2+2],50022,400,[2+2],50025,400,[2+2],50030,400,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57212,[3+3],0,1,,[7+25+25],[1+2950+3450],,,,,,100003,500,[10+10],100002,1300,[8+8],100001,2200,[5+5],100005,1000,[2+2],100004,300,[2+2],120013,700,[7+8],120001,650,[4+4],120005,650,[4+4],50003,220,[3+4],50023,220,[3+4],50022,220,[3+4],50025,220,[3+4],50030,220,[3+4],50048,0,[2+2],50036,129,[2+2],50024,129,[2+2],50043,129,[2+2],50033,128,[2+2],50015,128,[2+2],50046,128,[2+2],50027,140,[2+2],50018,140,[2+2],50017,140,[2+2],50038,140,[2+2],50049,0,[2+2],,,,,,,,,,,,,,,
57213,[3+3],0,1,,[7+50+50],[1+4300+5300],,,,,,100002,750,[13+13],100001,1750,[7+7],100005,1600,[5+5],100004,800,[3+3],100006,500,[2+2],120013,700,[20+20],120001,650,[10+10],120005,650,[10+10],50003,160,[11+12],50023,160,[11+12],50022,160,[11+12],50025,160,[11+12],50030,160,[11+12],50048,0,[8+8],50036,72,[8+8],50024,72,[8+8],50043,71,[8+8],50033,71,[8+8],50015,71,[8+8],50046,71,[8+8],50027,130,[3+4],50018,130,[3+4],50017,130,[3+4],50038,130,[3+4],50049,0,[3+4],50050,0,[3+4],50005,130,[3+4],50047,0,[3+4],50007,130,[3+4],50041,130,[3+4]
57214,[4+4],0,1,,[7+50+50],[1+15000+17000],,,,,,100001,1000,[20+20],100005,1700,[14+14],100004,1450,[10+10],100006,800,[8+8],100007,450,[4+4],120013,700,[36+36],120001,650,[19+19],120005,650,[19+19],50003,160,[28+28],50023,160,[28+28],50022,160,[28+28],50025,160,[28+28],50030,160,[28+28],50048,0,[20+20],50036,72,[20+20],50024,72,[20+20],50043,71,[20+20],50033,71,[20+20],50015,71,[20+20],50046,71,[20+20],50027,130,[6+7],50018,130,[6+7],50017,130,[6+7],50038,130,[6+7],50049,0,[6+7],50050,0,[6+7],50005,130,[6+7],50047,0,[6+7],50007,130,[6+7],50041,130,[6+7]
57301,[2+2],0,1,,[7+10+10],[1+1500+1700],,,,,,100003,500,[7+7],100002,1500,[4+4],100001,4000,[2+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50029,400,[2+2],50031,400,[2+2],50001,400,[2+2],50002,400,[2+2],50052,0,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57302,[3+3],0,1,,[7+25+25],[1+2950+3450],,,,,,100003,250,[10+10],100002,750,[8+8],100001,1800,[5+5],100005,1900,[3+3],100004,600,[2+2],120013,700,[7+8],120001,650,[4+4],120005,650,[4+4],50029,220,[3+4],50031,220,[3+4],50001,220,[3+4],50002,220,[3+4],50052,0,[3+4],50016,129,[2+2],50032,129,[2+2],50035,129,[2+2],50008,129,[2+2],50009,128,[2+2],50051,0,[2+2],50040,0,[2+2],50044,140,[2+2],50006,140,[2+2],50004,140,[2+2],50042,140,[2+2],50028,140,[2+2],,,,,,,,,,,,,,,
57303,[3+3],0,1,,[7+50+50],[1+4300+5300],,,,,,100002,300,[13+13],100001,1000,[7+7],100005,2200,[5+5],100004,1200,[3+3],100006,700,[2+2],120013,700,[20+20],120001,650,[10+10],120005,650,[10+10],50029,160,[11+12],50031,160,[11+12],50001,160,[11+12],50002,160,[11+12],50052,0,[11+12],50016,72,[8+8],50032,72,[8+8],50035,72,[8+8],50008,71,[8+8],50009,71,[8+8],50051,0,[8+8],50040,0,[8+8],50044,130,[3+4],50006,130,[3+4],50004,130,[3+4],50042,130,[3+4],50028,130,[3+4],50039,163,[3+4],50026,163,[3+4],50034,162,[3+4],50037,162,[3+4],,,
57304,[4+4],0,1,,[7+50+50],[1+15000+17000],,,,,,100001,500,[20+20],100005,1200,[14+14],100004,2000,[10+10],100006,1100,[8+8],100007,600,[5+5],120013,700,[36+36],120001,650,[19+19],120005,650,[19+19],50029,160,[28+28],50031,160,[28+28],50001,160,[28+28],50002,160,[28+28],50052,0,[28+28],50016,72,[20+20],50032,72,[20+20],50035,72,[20+20],50008,71,[20+20],50009,71,[20+20],50051,0,[20+20],50040,0,[20+20],50044,130,[6+7],50006,130,[6+7],50004,130,[6+7],50042,130,[6+7],50028,130,[6+7],50039,163,[6+7],50026,163,[6+7],50034,162,[6+7],50037,162,[6+7],,,
57311,[2+2],0,1,,[7+10+10],[1+1500+1700],,,,,,100003,500,[7+7],100002,1500,[4+4],100001,4000,[2+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50003,400,[2+2],50023,400,[2+2],50022,400,[2+2],50025,400,[2+2],50030,400,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57312,[3+3],0,1,,[7+25+25],[1+2950+3450],,,,,,100003,250,[10+10],100002,750,[8+8],100001,1800,[5+5],100005,1900,[3+3],100004,600,[2+2],120013,700,[7+8],120001,650,[4+4],120005,650,[4+4],50003,220,[3+4],50023,220,[3+4],50022,220,[3+4],50025,220,[3+4],50030,220,[3+4],50048,0,[2+2],50036,129,[2+2],50024,129,[2+2],50043,129,[2+2],50033,128,[2+2],50015,128,[2+2],50046,0,[2+2],50027,140,[2+2],50018,140,[2+2],50017,140,[2+2],50038,140,[2+2],50049,0,[2+2],,,,,,,,,,,,,,,
57313,[3+3],0,1,,[7+50+50],[1+4300+5300],,,,,,100002,300,[13+13],100001,1000,[7+7],100005,2200,[5+5],100004,1200,[3+3],100006,700,[2+2],120013,700,[20+20],120001,650,[10+10],120005,650,[10+10],50003,160,[11+12],50023,160,[11+12],50022,160,[11+12],50025,160,[11+12],50030,160,[11+12],50048,0,[8+8],50036,72,[8+8],50024,72,[8+8],50043,71,[8+8],50033,71,[8+8],50015,71,[8+8],50046,0,[8+8],50027,130,[3+4],50018,130,[3+4],50017,130,[3+4],50038,130,[3+4],50049,0,[3+4],50050,0,[3+4],50005,130,[3+4],50047,0,[3+4],50007,130,[3+4],50041,130,[3+4]
57314,[4+4],0,1,,[7+50+50],[1+15000+17000],,,,,,100001,500,[20+20],100005,1200,[14+14],100004,2000,[10+10],100006,1100,[8+8],100007,600,[5+5],120013,700,[36+36],120001,650,[19+19],120005,650,[19+19],50003,160,[28+28],50023,160,[28+28],50022,160,[28+28],50025,160,[28+28],50030,160,[28+28],50048,0,[20+20],50036,72,[20+20],50024,72,[20+20],50043,71,[20+20],50033,71,[20+20],50015,71,[20+20],50046,0,[20+20],50027,130,[6+7],50018,130,[6+7],50017,130,[6+7],50038,130,[6+7],50049,0,[6+7],50050,0,[6+7],50005,130,[6+7],50047,0,[6+7],50007,130,[6+7],50041,130,[6+7]
120001,[3+7],0,1,,,,,,,,,120013,1000,[1+5],120101,400,[1+5],120102,400,[1+5],120103,400,[1+5],120104,400,[1+5],120105,400,[1+5],120121,400,[1+5],120122,400,[1+5],120123,400,[1+5],120124,400,[1+5],120125,400,[1+5],120141,400,[1+5],120142,400,[1+5],120143,400,[1+5],120144,400,[1+5],120145,400,[1+5],120161,400,[1+5],120162,400,[1+5],120163,400,[1+5],120164,400,[1+5],120165,400,[1+5],111,500,[1+1],112,400,[1+1],113,100,[1+1],,,,,,,,,,,,,,,,,,
120002,[3+7],0,1,,,,,,,,,120013,1000,[1+3],120101,400,[1+3],120102,400,[1+3],120103,400,[1+3],120104,400,[1+3],120105,400,[1+3],120121,400,[1+3],120122,400,[1+3],120123,400,[1+3],120124,400,[1+3],120125,400,[1+3],120141,400,[1+3],120142,400,[1+3],120143,400,[1+3],120144,400,[1+3],120145,400,[1+3],120161,400,[1+3],120162,400,[1+3],120163,400,[1+3],120164,400,[1+3],120165,400,[1+3],111,500,[1+1],112,400,[1+1],113,100,[1+1],,,,,,,,,,,,,,,,,,
120003,[3+7],0,1,,,,,,,,,120013,1000,[1+3],120106,400,[1+3],120107,400,[1+3],120108,400,[1+3],120109,400,[1+3],120110,400,[1+3],120126,400,[1+3],120127,400,[1+3],120128,400,[1+3],120129,400,[1+3],120130,400,[1+3],120146,400,[1+3],120147,400,[1+3],120148,400,[1+3],120149,400,[1+3],120150,400,[1+3],120166,400,[1+3],120167,400,[1+3],120168,400,[1+3],120169,400,[1+3],120170,400,[1+3],111,500,[1+1],112,400,[1+1],113,100,[1+1],,,,,,,,,,,,,,,,,,
